prompt,categories,topic_domain,intent_type,confidence,token_count,best_model,true_category
Compare different API design paradigms (variation 646),"['coding', 'reasoning']",technical,question,"{'category': 0.4, 'domain': 0.25, 'intent': 0.0, 'overall': 0.25}",7,Qwen3,technical
Evaluate edge computing vs cloud computing (variation 908),['reasoning'],logical,reasoning_task,"{'category': 0.8, 'domain': 0.375, 'intent': 0.6666666666666666, 'overall': 0.625}",8,GLM4.5,technical
Compare microservices vs monolithic architectures (variation 226),['reasoning'],casual,question,"{'category': 0.3, 'domain': 0.125, 'intent': 0.0, 'overall': 0.16666666666666666}",7,GLM4.5,technical
Assess the performance of various sorting algorithms (variation 896),['reasoning'],technical,question,"{'category': 0.3, 'domain': 0.25, 'intent': 0.0, 'overall': 0.20833333333333334}",9,GLM4.5,technical
Explain neural network architectures (variation 40),['reasoning'],casual,reasoning_task,"{'category': 0.4, 'domain': 0.125, 'intent': 0.6666666666666666, 'overall': 0.375}",6,GLM4.5,technical
Explain distributed systems design patterns (variation 616),"['coding', 'reasoning']",technical,reasoning_task,"{'category': 0.75, 'domain': 0.625, 'intent': 0.6666666666666666, 'overall': 0.6875}",7,GLM4.5,technical
Explain container orchestration with Kubernetes (variation 463),"['coding', 'reasoning']",technical,reasoning_task,"{'category': 0.4, 'domain': 0.25, 'intent': 0.6666666666666666, 'overall': 0.4166666666666667}",7,Qwen3,technical
Analyze network security vulnerabilities and mitigation (variation 430),['reasoning'],technical,reasoning_task,"{'category': 0.5, 'domain': 0.25, 'intent': 0.6666666666666666, 'overall': 0.4583333333333333}",8,TNG DeepSeek,technical
Explain distributed systems design patterns (variation 173),"['coding', 'reasoning']",technical,reasoning_task,"{'category': 0.75, 'domain': 0.625, 'intent': 0.6666666666666666, 'overall': 0.6875}",7,Qwen3,technical
Evaluate different database management systems (variation 351),"['coding', 'reasoning']",logical,reasoning_task,"{'category': 0.8, 'domain': 0.375, 'intent': 0.6666666666666666, 'overall': 0.625}",7,TNG DeepSeek,technical
Explain neural network architectures (variation 993),['reasoning'],casual,reasoning_task,"{'category': 0.4, 'domain': 0.125, 'intent': 0.6666666666666666, 'overall': 0.375}",6,GLM4.5,technical
Compare different cloud computing architectures (variation 263),['reasoning'],technical,question,"{'category': 0.3, 'domain': 0.25, 'intent': 0.0, 'overall': 0.20833333333333334}",7,Qwen3,technical
Review quantum computing developments and applications (variation 226),['reasoning'],casual,question,"{'category': 0.3, 'domain': 0.125, 'intent': 0.0, 'overall': 0.16666666666666666}",8,Qwen3,technical
Evaluate different database management systems (variation 448),"['coding', 'reasoning']",logical,reasoning_task,"{'category': 0.8, 'domain': 0.375, 'intent': 0.6666666666666666, 'overall': 0.625}",7,GLM4.5,technical
Evaluate serverless computing architectures (variation 735),['reasoning'],logical,reasoning_task,"{'category': 0.8, 'domain': 0.375, 'intent': 0.6666666666666666, 'overall': 0.625}",6,GLM4.5,technical
Evaluate edge computing vs cloud computing (variation 250),['reasoning'],logical,reasoning_task,"{'category': 0.8, 'domain': 0.375, 'intent': 0.6666666666666666, 'overall': 0.625}",8,Qwen3,technical
Analyze software testing methodologies (variation 981),['reasoning'],casual,reasoning_task,"{'category': 0.5, 'domain': 0.125, 'intent': 0.6666666666666666, 'overall': 0.4166666666666667}",6,GLM4.5,technical
Explain cryptocurrency mining mechanisms (variation 678),['reasoning'],casual,reasoning_task,"{'category': 0.4, 'domain': 0.125, 'intent': 0.6666666666666666, 'overall': 0.375}",6,GLM4.5,technical
Analyze software testing methodologies (variation 580),['reasoning'],casual,reasoning_task,"{'category': 0.5, 'domain': 0.125, 'intent': 0.6666666666666666, 'overall': 0.4166666666666667}",6,GLM4.5,technical
Explain how blockchain consensus mechanisms work (variation 822),['reasoning'],logical,reasoning_task,"{'category': 0.7, 'domain': 0.375, 'intent': 0.6666666666666666, 'overall': 0.5833333333333334}",8,GLM4.5,technical
Explain neural network architectures (variation 289),['reasoning'],casual,reasoning_task,"{'category': 0.4, 'domain': 0.125, 'intent': 0.6666666666666666, 'overall': 0.375}",6,GLM4.5,technical
Review quantum computing developments and applications (variation 252),['reasoning'],casual,question,"{'category': 0.3, 'domain': 0.125, 'intent': 0.0, 'overall': 0.16666666666666666}",8,Qwen3,technical
Compare microservices vs monolithic architectures (variation 392),['reasoning'],casual,question,"{'category': 0.3, 'domain': 0.125, 'intent': 0.0, 'overall': 0.16666666666666666}",7,GLM4.5,technical
Evaluate edge computing vs cloud computing (variation 201),['reasoning'],logical,reasoning_task,"{'category': 0.8, 'domain': 0.375, 'intent': 0.6666666666666666, 'overall': 0.625}",8,GLM4.5,technical
Explain cryptocurrency mining mechanisms (variation 586),['reasoning'],casual,reasoning_task,"{'category': 0.4, 'domain': 0.125, 'intent': 0.6666666666666666, 'overall': 0.375}",6,GLM4.5,technical
Explain container orchestration with Kubernetes (variation 892),"['coding', 'reasoning']",technical,reasoning_task,"{'category': 0.4, 'domain': 0.25, 'intent': 0.6666666666666666, 'overall': 0.4166666666666667}",7,TNG DeepSeek,technical
Evaluate data warehouse design approaches (variation 684),['reasoning'],logical,reasoning_task,"{'category': 1.0, 'domain': 0.375, 'intent': 0.6666666666666666, 'overall': 0.7083333333333334}",7,Qwen3,technical
Analyze software testing methodologies (variation 931),['reasoning'],casual,reasoning_task,"{'category': 0.5, 'domain': 0.125, 'intent': 0.6666666666666666, 'overall': 0.4166666666666667}",6,GLM4.5,technical
Evaluate data warehouse design approaches (variation 576),['reasoning'],logical,reasoning_task,"{'category': 1.0, 'domain': 0.375, 'intent': 0.6666666666666666, 'overall': 0.7083333333333334}",7,GLM4.5,technical
Explain cryptocurrency mining mechanisms (variation 319),['reasoning'],casual,reasoning_task,"{'category': 0.4, 'domain': 0.125, 'intent': 0.6666666666666666, 'overall': 0.375}",6,GLM4.5,technical
Analyze big data processing frameworks (variation 785),['reasoning'],logical,reasoning_task,"{'category': 0.7, 'domain': 0.375, 'intent': 0.6666666666666666, 'overall': 0.5833333333333334}",7,GLM4.5,technical
Explain neural network architectures (variation 58),['reasoning'],casual,reasoning_task,"{'category': 0.4, 'domain': 0.125, 'intent': 0.6666666666666666, 'overall': 0.375}",6,GLM4.5,technical
Compare different version control strategies (variation 591),['coding'],technical,question,"{'category': 1.0, 'domain': 0.375, 'intent': 0.0, 'overall': 0.8541666666666666}",7,GLM4.5,technical
Analyze software testing methodologies (variation 121),['reasoning'],casual,reasoning_task,"{'category': 0.5, 'domain': 0.125, 'intent': 0.6666666666666666, 'overall': 0.4166666666666667}",6,TNG DeepSeek,technical
Assess the performance of various sorting algorithms (variation 17),['reasoning'],technical,question,"{'category': 0.3, 'domain': 0.25, 'intent': 0.0, 'overall': 0.20833333333333334}",9,GLM4.5,technical
Explain neural network architectures (variation 969),['reasoning'],casual,reasoning_task,"{'category': 0.4, 'domain': 0.125, 'intent': 0.6666666666666666, 'overall': 0.375}",6,GLM4.5,technical
Explain how blockchain consensus mechanisms work (variation 614),['reasoning'],logical,reasoning_task,"{'category': 0.7, 'domain': 0.375, 'intent': 0.6666666666666666, 'overall': 0.5833333333333334}",8,TNG DeepSeek,technical
Analyze software testing methodologies (variation 569),['reasoning'],casual,reasoning_task,"{'category': 0.5, 'domain': 0.125, 'intent': 0.6666666666666666, 'overall': 0.4166666666666667}",6,Qwen3,technical
Explain how blockchain consensus mechanisms work (variation 269),['reasoning'],logical,reasoning_task,"{'category': 0.7, 'domain': 0.375, 'intent': 0.6666666666666666, 'overall': 0.5833333333333334}",8,GLM4.5,technical
Assess the performance of various sorting algorithms (variation 699),['reasoning'],technical,question,"{'category': 0.3, 'domain': 0.25, 'intent': 0.0, 'overall': 0.20833333333333334}",9,Qwen3,technical
Compare different API design paradigms (variation 483),"['coding', 'reasoning']",technical,question,"{'category': 0.4, 'domain': 0.25, 'intent': 0.0, 'overall': 0.25}",7,Qwen3,technical
Evaluate data warehouse design approaches (variation 403),['reasoning'],logical,reasoning_task,"{'category': 1.0, 'domain': 0.375, 'intent': 0.6666666666666666, 'overall': 0.7083333333333334}",7,TNG DeepSeek,technical
Review quantum computing developments and applications (variation 596),['reasoning'],casual,question,"{'category': 0.3, 'domain': 0.125, 'intent': 0.0, 'overall': 0.16666666666666666}",8,GLM4.5,technical
Compare different cloud computing architectures (variation 196),['reasoning'],technical,question,"{'category': 0.3, 'domain': 0.25, 'intent': 0.0, 'overall': 0.20833333333333334}",7,Qwen3,technical
Compare microservices vs monolithic architectures (variation 112),['reasoning'],casual,question,"{'category': 0.3, 'domain': 0.125, 'intent': 0.0, 'overall': 0.16666666666666666}",7,GLM4.5,technical
Compare different version control strategies (variation 948),['coding'],technical,question,"{'category': 1.0, 'domain': 0.375, 'intent': 0.0, 'overall': 0.8541666666666666}",7,Qwen3,technical
Evaluate data warehouse design approaches (variation 777),['reasoning'],logical,reasoning_task,"{'category': 1.0, 'domain': 0.375, 'intent': 0.6666666666666666, 'overall': 0.7083333333333334}",7,GLM4.5,technical
Compare different machine learning frameworks (variation 749),"['coding', 'reasoning']",casual,question,"{'category': 0.525, 'domain': 0.125, 'intent': 0.0, 'overall': 0.2604166666666667}",7,GLM4.5,technical
Analyze software testing methodologies (variation 662),['reasoning'],casual,reasoning_task,"{'category': 0.5, 'domain': 0.125, 'intent': 0.6666666666666666, 'overall': 0.4166666666666667}",6,Qwen3,technical
Compare different machine learning frameworks (variation 833),"['coding', 'reasoning']",casual,question,"{'category': 0.525, 'domain': 0.125, 'intent': 0.0, 'overall': 0.2604166666666667}",7,GLM4.5,technical
Explain distributed systems design patterns (variation 661),"['coding', 'reasoning']",technical,reasoning_task,"{'category': 0.75, 'domain': 0.625, 'intent': 0.6666666666666666, 'overall': 0.6875}",7,TNG DeepSeek,technical
Compare different cloud computing architectures (variation 944),['reasoning'],technical,question,"{'category': 0.3, 'domain': 0.25, 'intent': 0.0, 'overall': 0.20833333333333334}",7,GLM4.5,technical
Analyze network security vulnerabilities and mitigation (variation 822),['reasoning'],technical,reasoning_task,"{'category': 0.5, 'domain': 0.25, 'intent': 0.6666666666666666, 'overall': 0.4583333333333333}",8,Qwen3,technical
Review quantum computing developments and applications (variation 26),['reasoning'],casual,question,"{'category': 0.3, 'domain': 0.125, 'intent': 0.0, 'overall': 0.16666666666666666}",8,GLM4.5,technical
Compare different machine learning frameworks (variation 816),"['coding', 'reasoning']",casual,question,"{'category': 0.525, 'domain': 0.125, 'intent': 0.0, 'overall': 0.2604166666666667}",7,GLM4.5,technical
Compare different version control strategies (variation 566),['coding'],technical,question,"{'category': 1.0, 'domain': 0.375, 'intent': 0.0, 'overall': 0.8541666666666666}",7,GLM4.5,technical
Evaluate serverless computing architectures (variation 81),['reasoning'],logical,reasoning_task,"{'category': 0.8, 'domain': 0.375, 'intent': 0.6666666666666666, 'overall': 0.625}",6,GLM4.5,technical
Assess the performance of various sorting algorithms (variation 407),['reasoning'],technical,question,"{'category': 0.3, 'domain': 0.25, 'intent': 0.0, 'overall': 0.20833333333333334}",9,GLM4.5,technical
Analyze network security vulnerabilities and mitigation (variation 807),['reasoning'],technical,reasoning_task,"{'category': 0.5, 'domain': 0.25, 'intent': 0.6666666666666666, 'overall': 0.4583333333333333}",8,TNG DeepSeek,technical
Explain cryptocurrency mining mechanisms (variation 16),['reasoning'],casual,reasoning_task,"{'category': 0.4, 'domain': 0.125, 'intent': 0.6666666666666666, 'overall': 0.375}",6,GLM4.5,technical
Assess the performance of various sorting algorithms (variation 706),['reasoning'],technical,question,"{'category': 0.3, 'domain': 0.25, 'intent': 0.0, 'overall': 0.20833333333333334}",9,GLM4.5,technical
Explain container orchestration with Kubernetes (variation 815),"['coding', 'reasoning']",technical,reasoning_task,"{'category': 0.4, 'domain': 0.25, 'intent': 0.6666666666666666, 'overall': 0.4166666666666667}",7,GLM4.5,technical
Compare different cloud computing architectures (variation 209),['reasoning'],technical,question,"{'category': 0.3, 'domain': 0.25, 'intent': 0.0, 'overall': 0.20833333333333334}",7,Qwen3,technical
Evaluate different database management systems (variation 427),"['coding', 'reasoning']",logical,reasoning_task,"{'category': 0.8, 'domain': 0.375, 'intent': 0.6666666666666666, 'overall': 0.625}",7,GLM4.5,technical
Compare microservices vs monolithic architectures (variation 290),['reasoning'],casual,question,"{'category': 0.3, 'domain': 0.125, 'intent': 0.0, 'overall': 0.16666666666666666}",7,Qwen3,technical
Evaluate serverless computing architectures (variation 255),['reasoning'],logical,reasoning_task,"{'category': 0.8, 'domain': 0.375, 'intent': 0.6666666666666666, 'overall': 0.625}",6,TNG DeepSeek,technical
Analyze big data processing frameworks (variation 855),['reasoning'],logical,reasoning_task,"{'category': 0.7, 'domain': 0.375, 'intent': 0.6666666666666666, 'overall': 0.5833333333333334}",7,Qwen3,technical
Analyze big data processing frameworks (variation 370),['reasoning'],logical,reasoning_task,"{'category': 0.7, 'domain': 0.375, 'intent': 0.6666666666666666, 'overall': 0.5833333333333334}",7,Qwen3,technical
Evaluate serverless computing architectures (variation 826),['reasoning'],logical,reasoning_task,"{'category': 0.8, 'domain': 0.375, 'intent': 0.6666666666666666, 'overall': 0.625}",6,GLM4.5,technical
Analyze big data processing frameworks (variation 118),['reasoning'],logical,reasoning_task,"{'category': 0.7, 'domain': 0.375, 'intent': 0.6666666666666666, 'overall': 0.5833333333333334}",7,TNG DeepSeek,technical
Evaluate data warehouse design approaches (variation 533),['reasoning'],logical,reasoning_task,"{'category': 1.0, 'domain': 0.375, 'intent': 0.6666666666666666, 'overall': 0.7083333333333334}",7,GLM4.5,technical
Compare different version control strategies (variation 277),['coding'],technical,question,"{'category': 1.0, 'domain': 0.375, 'intent': 0.0, 'overall': 0.8541666666666666}",7,GLM4.5,technical
Explain distributed systems design patterns (variation 623),"['coding', 'reasoning']",technical,reasoning_task,"{'category': 0.75, 'domain': 0.625, 'intent': 0.6666666666666666, 'overall': 0.6875}",7,GLM4.5,technical
Explain neural network architectures (variation 700),['reasoning'],casual,reasoning_task,"{'category': 0.4, 'domain': 0.125, 'intent': 0.6666666666666666, 'overall': 0.375}",6,TNG DeepSeek,technical
Review quantum computing developments and applications (variation 162),['reasoning'],casual,question,"{'category': 0.3, 'domain': 0.125, 'intent': 0.0, 'overall': 0.16666666666666666}",8,GLM4.5,technical
Analyze network security vulnerabilities and mitigation (variation 167),['reasoning'],technical,reasoning_task,"{'category': 0.5, 'domain': 0.25, 'intent': 0.6666666666666666, 'overall': 0.4583333333333333}",8,GLM4.5,technical
Assess the performance of various sorting algorithms (variation 976),['reasoning'],technical,question,"{'category': 0.3, 'domain': 0.25, 'intent': 0.0, 'overall': 0.20833333333333334}",9,GLM4.5,technical
Analyze software testing methodologies (variation 365),['reasoning'],casual,reasoning_task,"{'category': 0.5, 'domain': 0.125, 'intent': 0.6666666666666666, 'overall': 0.4166666666666667}",6,Qwen3,technical
Evaluate different database management systems (variation 633),"['coding', 'reasoning']",logical,reasoning_task,"{'category': 0.8, 'domain': 0.375, 'intent': 0.6666666666666666, 'overall': 0.625}",7,GLM4.5,technical
Compare different version control strategies (variation 93),['coding'],technical,question,"{'category': 1.0, 'domain': 0.375, 'intent': 0.0, 'overall': 0.8541666666666666}",7,Qwen3,technical
Evaluate serverless computing architectures (variation 963),['reasoning'],logical,reasoning_task,"{'category': 0.8, 'domain': 0.375, 'intent': 0.6666666666666666, 'overall': 0.625}",6,GLM4.5,technical
Explain cryptocurrency mining mechanisms (variation 856),['reasoning'],casual,reasoning_task,"{'category': 0.4, 'domain': 0.125, 'intent': 0.6666666666666666, 'overall': 0.375}",6,Qwen3,technical
Evaluate data warehouse design approaches (variation 955),['reasoning'],logical,reasoning_task,"{'category': 1.0, 'domain': 0.375, 'intent': 0.6666666666666666, 'overall': 0.7083333333333334}",7,TNG DeepSeek,technical
Explain container orchestration with Kubernetes (variation 303),"['coding', 'reasoning']",technical,reasoning_task,"{'category': 0.4, 'domain': 0.25, 'intent': 0.6666666666666666, 'overall': 0.4166666666666667}",7,TNG DeepSeek,technical
Analyze software testing methodologies (variation 679),['reasoning'],casual,reasoning_task,"{'category': 0.5, 'domain': 0.125, 'intent': 0.6666666666666666, 'overall': 0.4166666666666667}",6,TNG DeepSeek,technical
Explain how blockchain consensus mechanisms work (variation 166),['reasoning'],logical,reasoning_task,"{'category': 0.7, 'domain': 0.375, 'intent': 0.6666666666666666, 'overall': 0.5833333333333334}",8,TNG DeepSeek,technical
Compare different machine learning frameworks (variation 368),"['coding', 'reasoning']",casual,question,"{'category': 0.525, 'domain': 0.125, 'intent': 0.0, 'overall': 0.2604166666666667}",7,Qwen3,technical
Explain neural network architectures (variation 721),['reasoning'],casual,reasoning_task,"{'category': 0.4, 'domain': 0.125, 'intent': 0.6666666666666666, 'overall': 0.375}",6,GLM4.5,technical
Evaluate different database management systems (variation 700),"['coding', 'reasoning']",logical,reasoning_task,"{'category': 0.8, 'domain': 0.375, 'intent': 0.6666666666666666, 'overall': 0.625}",7,GLM4.5,technical
Explain neural network architectures (variation 650),['reasoning'],casual,reasoning_task,"{'category': 0.4, 'domain': 0.125, 'intent': 0.6666666666666666, 'overall': 0.375}",6,Qwen3,technical
Explain how blockchain consensus mechanisms work (variation 683),['reasoning'],logical,reasoning_task,"{'category': 0.7, 'domain': 0.375, 'intent': 0.6666666666666666, 'overall': 0.5833333333333334}",8,Qwen3,technical
Compare different version control strategies (variation 304),['coding'],technical,question,"{'category': 1.0, 'domain': 0.375, 'intent': 0.0, 'overall': 0.8541666666666666}",7,GLM4.5,technical
Compare different version control strategies (variation 360),['coding'],technical,question,"{'category': 1.0, 'domain': 0.375, 'intent': 0.0, 'overall': 0.8541666666666666}",7,GLM4.5,technical
Compare different machine learning frameworks (variation 581),"['coding', 'reasoning']",casual,question,"{'category': 0.525, 'domain': 0.125, 'intent': 0.0, 'overall': 0.2604166666666667}",7,GLM4.5,technical
Assess the performance of various sorting algorithms (variation 899),['reasoning'],technical,question,"{'category': 0.3, 'domain': 0.25, 'intent': 0.0, 'overall': 0.20833333333333334}",9,GLM4.5,technical
Analyze cybersecurity threat landscapes (variation 229),['reasoning'],casual,reasoning_task,"{'category': 0.5, 'domain': 0.125, 'intent': 0.6666666666666666, 'overall': 0.4166666666666667}",6,Qwen3,technical
Compare different cloud computing architectures (variation 999),['reasoning'],technical,question,"{'category': 0.3, 'domain': 0.25, 'intent': 0.0, 'overall': 0.20833333333333334}",7,GLM4.5,technical
Explain container orchestration with Kubernetes (variation 162),"['coding', 'reasoning']",technical,reasoning_task,"{'category': 0.4, 'domain': 0.25, 'intent': 0.6666666666666666, 'overall': 0.4166666666666667}",7,GLM4.5,technical
Explain how blockchain consensus mechanisms work (variation 68),['reasoning'],logical,reasoning_task,"{'category': 0.7, 'domain': 0.375, 'intent': 0.6666666666666666, 'overall': 0.5833333333333334}",8,GLM4.5,technical
Evaluate edge computing vs cloud computing (variation 637),['reasoning'],logical,reasoning_task,"{'category': 0.8, 'domain': 0.375, 'intent': 0.6666666666666666, 'overall': 0.625}",8,Qwen3,technical
Evaluate different database management systems (variation 217),"['coding', 'reasoning']",logical,reasoning_task,"{'category': 0.8, 'domain': 0.375, 'intent': 0.6666666666666666, 'overall': 0.625}",7,GLM4.5,technical
Evaluate different database management systems (variation 162),"['coding', 'reasoning']",logical,reasoning_task,"{'category': 0.8, 'domain': 0.375, 'intent': 0.6666666666666666, 'overall': 0.625}",7,TNG DeepSeek,technical
Compare different version control strategies (variation 462),['coding'],technical,question,"{'category': 1.0, 'domain': 0.375, 'intent': 0.0, 'overall': 0.8541666666666666}",7,Qwen3,technical
Explain distributed systems design patterns (variation 273),"['coding', 'reasoning']",technical,reasoning_task,"{'category': 0.75, 'domain': 0.625, 'intent': 0.6666666666666666, 'overall': 0.6875}",7,TNG DeepSeek,technical
Compare different machine learning frameworks (variation 465),"['coding', 'reasoning']",casual,question,"{'category': 0.525, 'domain': 0.125, 'intent': 0.0, 'overall': 0.2604166666666667}",7,GLM4.5,technical
Explain distributed systems design patterns (variation 65),"['coding', 'reasoning']",technical,reasoning_task,"{'category': 0.75, 'domain': 0.625, 'intent': 0.6666666666666666, 'overall': 0.6875}",7,GLM4.5,technical
Review quantum computing developments and applications (variation 647),['reasoning'],casual,question,"{'category': 0.3, 'domain': 0.125, 'intent': 0.0, 'overall': 0.16666666666666666}",8,GLM4.5,technical
Evaluate edge computing vs cloud computing (variation 273),['reasoning'],logical,reasoning_task,"{'category': 0.8, 'domain': 0.375, 'intent': 0.6666666666666666, 'overall': 0.625}",8,GLM4.5,technical
Analyze network security vulnerabilities and mitigation (variation 421),['reasoning'],technical,reasoning_task,"{'category': 0.5, 'domain': 0.25, 'intent': 0.6666666666666666, 'overall': 0.4583333333333333}",8,Qwen3,technical
Evaluate data warehouse design approaches (variation 432),['reasoning'],logical,reasoning_task,"{'category': 1.0, 'domain': 0.375, 'intent': 0.6666666666666666, 'overall': 0.7083333333333334}",7,GLM4.5,technical
Explain cryptocurrency mining mechanisms (variation 515),['reasoning'],casual,reasoning_task,"{'category': 0.4, 'domain': 0.125, 'intent': 0.6666666666666666, 'overall': 0.375}",6,GLM4.5,technical
Analyze cybersecurity threat landscapes (variation 118),['reasoning'],casual,reasoning_task,"{'category': 0.5, 'domain': 0.125, 'intent': 0.6666666666666666, 'overall': 0.4166666666666667}",6,Qwen3,technical
Compare different cloud computing architectures (variation 649),['reasoning'],technical,question,"{'category': 0.3, 'domain': 0.25, 'intent': 0.0, 'overall': 0.20833333333333334}",7,GLM4.5,technical
Evaluate data warehouse design approaches (variation 525),['reasoning'],logical,reasoning_task,"{'category': 1.0, 'domain': 0.375, 'intent': 0.6666666666666666, 'overall': 0.7083333333333334}",7,GLM4.5,technical
Analyze big data processing frameworks (variation 769),['reasoning'],logical,reasoning_task,"{'category': 0.7, 'domain': 0.375, 'intent': 0.6666666666666666, 'overall': 0.5833333333333334}",7,Qwen3,technical
Evaluate serverless computing architectures (variation 772),['reasoning'],logical,reasoning_task,"{'category': 0.8, 'domain': 0.375, 'intent': 0.6666666666666666, 'overall': 0.625}",6,GLM4.5,technical
Explain neural network architectures (variation 522),['reasoning'],casual,reasoning_task,"{'category': 0.4, 'domain': 0.125, 'intent': 0.6666666666666666, 'overall': 0.375}",6,Qwen3,technical
Assess the performance of various sorting algorithms (variation 667),['reasoning'],technical,question,"{'category': 0.3, 'domain': 0.25, 'intent': 0.0, 'overall': 0.20833333333333334}",9,Qwen3,technical
Explain neural network architectures (variation 176),['reasoning'],casual,reasoning_task,"{'category': 0.4, 'domain': 0.125, 'intent': 0.6666666666666666, 'overall': 0.375}",6,GLM4.5,technical
Explain how blockchain consensus mechanisms work (variation 586),['reasoning'],logical,reasoning_task,"{'category': 0.7, 'domain': 0.375, 'intent': 0.6666666666666666, 'overall': 0.5833333333333334}",8,TNG DeepSeek,technical
Compare microservices vs monolithic architectures (variation 804),['reasoning'],casual,question,"{'category': 0.3, 'domain': 0.125, 'intent': 0.0, 'overall': 0.16666666666666666}",7,GLM4.5,technical
Explain cryptocurrency mining mechanisms (variation 718),['reasoning'],casual,reasoning_task,"{'category': 0.4, 'domain': 0.125, 'intent': 0.6666666666666666, 'overall': 0.375}",6,TNG DeepSeek,technical
Compare different API design paradigms (variation 370),"['coding', 'reasoning']",technical,question,"{'category': 0.4, 'domain': 0.25, 'intent': 0.0, 'overall': 0.25}",7,Qwen3,technical
Evaluate data warehouse design approaches (variation 739),['reasoning'],logical,reasoning_task,"{'category': 1.0, 'domain': 0.375, 'intent': 0.6666666666666666, 'overall': 0.7083333333333334}",7,GLM4.5,technical
Evaluate different database management systems (variation 522),"['coding', 'reasoning']",logical,reasoning_task,"{'category': 0.8, 'domain': 0.375, 'intent': 0.6666666666666666, 'overall': 0.625}",7,TNG DeepSeek,technical
Analyze big data processing frameworks (variation 896),['reasoning'],logical,reasoning_task,"{'category': 0.7, 'domain': 0.375, 'intent': 0.6666666666666666, 'overall': 0.5833333333333334}",7,GLM4.5,technical
Evaluate edge computing vs cloud computing (variation 624),['reasoning'],logical,reasoning_task,"{'category': 0.8, 'domain': 0.375, 'intent': 0.6666666666666666, 'overall': 0.625}",8,GLM4.5,technical
Analyze network security vulnerabilities and mitigation (variation 851),['reasoning'],technical,reasoning_task,"{'category': 0.5, 'domain': 0.25, 'intent': 0.6666666666666666, 'overall': 0.4583333333333333}",8,Qwen3,technical
Analyze big data processing frameworks (variation 428),['reasoning'],logical,reasoning_task,"{'category': 0.7, 'domain': 0.375, 'intent': 0.6666666666666666, 'overall': 0.5833333333333334}",7,GLM4.5,technical
Analyze network security vulnerabilities and mitigation (variation 196),['reasoning'],technical,reasoning_task,"{'category': 0.5, 'domain': 0.25, 'intent': 0.6666666666666666, 'overall': 0.4583333333333333}",8,Qwen3,technical
Help me plan a budget-friendly vacation (variation 694),['general'],casual,instruction,"{'category': 0.3, 'domain': 0.125, 'intent': 0.6666666666666666, 'overall': 0.3333333333333333}",9,GPT-OSS,general
How do I manage stress effectively? (variation 780),['reasoning'],casual,question,"{'category': 0.3, 'domain': 0.125, 'intent': 1.0, 'overall': 0.5}",8,GPT-OSS,general
What are the basics of personal finance? (variation 731),['general'],casual,question,"{'category': 0.25, 'domain': 0.375, 'intent': 1.0, 'overall': 0.5625}",9,GPT-OSS,general
What are some good book recommendations? (variation 259),['general'],casual,question,"{'category': 0.25, 'domain': 0.125, 'intent': 1.0, 'overall': 0.4791666666666667}",8,GPT-OSS,general
What are the signs of a healthy relationship? (variation 707),['general'],casual,question,"{'category': 0.25, 'domain': 0.125, 'intent': 1.0, 'overall': 0.4791666666666667}",10,GPT-OSS,general
How do I manage stress effectively? (variation 424),['reasoning'],casual,question,"{'category': 0.3, 'domain': 0.125, 'intent': 1.0, 'overall': 0.5}",8,GPT-OSS,general
How do I manage stress effectively? (variation 864),['reasoning'],casual,question,"{'category': 0.3, 'domain': 0.125, 'intent': 1.0, 'overall': 0.5}",8,GPT-OSS,general
What are the basics of personal finance? (variation 752),['general'],casual,question,"{'category': 0.25, 'domain': 0.375, 'intent': 1.0, 'overall': 0.5625}",9,MoonshotAI Kimi,general
What are some healthy breakfast recipes? (variation 559),['general'],casual,question,"{'category': 0.25, 'domain': 0.125, 'intent': 1.0, 'overall': 0.4791666666666667}",8,GPT-OSS,general
What are some effective study techniques? (variation 658),"['reasoning', 'general']",casual,question,"{'category': 0.3, 'domain': 0.125, 'intent': 1.0, 'overall': 0.5}",8,Llama 4 Maverick,general
What are some effective study techniques? (variation 549),"['reasoning', 'general']",casual,question,"{'category': 0.3, 'domain': 0.125, 'intent': 1.0, 'overall': 0.5}",8,Llama 4 Maverick,general
What are the benefits of regular exercise? (variation 828),['general'],casual,question,"{'category': 0.25, 'domain': 0.125, 'intent': 1.0, 'overall': 0.4791666666666667}",9,GPT-OSS,general
How do I build confidence and self-esteem? (variation 636),['reasoning'],casual,question,"{'category': 0.3, 'domain': 0.125, 'intent': 1.0, 'overall': 0.5}",10,GPT-OSS,general
How do I develop leadership skills? (variation 90),['reasoning'],casual,question,"{'category': 0.3, 'domain': 0.125, 'intent': 1.0, 'overall': 0.5}",8,GPT-OSS,general
How do I develop leadership skills? (variation 539),['reasoning'],casual,question,"{'category': 0.3, 'domain': 0.125, 'intent': 1.0, 'overall': 0.5}",8,GLM4.5,general
What should I wear to a job interview? (variation 372),['general'],casual,question,"{'category': 0.25, 'domain': 0.125, 'intent': 1.0, 'overall': 0.5625}",10,GPT-OSS,general
How do I build confidence and self-esteem? (variation 955),['reasoning'],casual,question,"{'category': 0.3, 'domain': 0.125, 'intent': 1.0, 'overall': 0.5}",10,GPT-OSS,general
How do I build confidence and self-esteem? (variation 120),['reasoning'],casual,question,"{'category': 0.3, 'domain': 0.125, 'intent': 1.0, 'overall': 0.5}",10,MoonshotAI Kimi,general
